Economy,Year,GDP (annual % growth),Individuals using the Internet (% of population),Proportion of seats held by women in national parliaments (%),Ratio of female to male labor force participation rate (%) (modeled ILO estimate),"School enrollment, primary and secondary (gross), gender parity index (GPI)",Government Effectiveness: Estimate,Regulatory Quality: Estimate,Economic and Social Rights Performance Score,Voice and Accountability: Estimate,"Patent applications, residents",Research and development expenditure (% of GDP),Scientific and technical journal articles,Control of Corruption: Estimate,Net migration,Political Stability and Absence of Violence/Terrorism: Estimate,Rule of Law: Estimate,Score,CPI
Czechia,2013,38.23683386561463,60.80246913580246,27.757923917036845,55.309260099637456,95.32044760935918,60.60559951308582,70.07714801219436,93.75,77.20492572085564,59.79196111853426,52.80879120879121,68.69407336494963,41.268420905455656,17.963793035741332,85.30462011756303,65.70404984423676,62.55116396608564,48
Czechia,2014,43.96543302648882,60.95679012345679,27.757923917036845,54.899506467125775,97.0498474059004,64.11442483262324,67.67560505195048,93.75,78.4787147136244,58.98601472522121,55.12673992673993,70.00834512635193,44.92324040155477,18.025222576899125,82.70065373839476,69.28660436137072,63.74464106201592,51
Czechia,2015,50.76260254242595,63.2716049382716,29.04250153507025,56.20888957596732,92.77721261444547,63.94704808277541,70.24202078019039,93.75,78.96584067047895,58.64046072139662,53.91355311355312,71.37312498949105,45.9886468499203,17.93644426741766,82.15953414272373,68.29595015576325,64.08779787497856,56
Czechia,2016,44.80631222994552,64.50617283950618,29.04250153507025,56.926831133297085,92.67548321464892,63.41448569689592,66.81391152865054,93.75,78.4393815618287,57.55448565508149,46.67838827838828,71.30983846746786,48.44942814798243,17.966457787526718,81.97000494423996,64.59501557632399,62.93073956577896,55
Czechia,2017,51.300644999686895,67.90123456790124,34.18081200720391,57.64161434619777,93.38758901322488,64.09920876445526,74.55671001057675,93.26923076923072,74.04617106895404,57.58047957819092,49.56776556776557,71.28222794649999,48.790581918850144,17.986233050776143,82.71988133824095,67.7196261682243,64.42859823560848,57
Czechia,2018,45.431022606299706,70.98765432098764,34.18081200720391,58.46577601353766,94.91353001017303,61.68289713937919,75.94724071424127,93.26923076923072,72.30038425463677,55.95286491587935,53.3919413919414,70.83376551717167,47.15751796649982,17.99338580556849,83.70048893039609,65.57632398753894,64.29571358283226,59
Czechia,2019,47.27334210031937,71.2962962962963,35.465389625237336,58.31882988325761,92.26856561546282,60.721241631162506,74.95178249237853,93.26923076923072,72.65740824785937,57.19700447886491,54.21831501831503,71.42588705280299,47.82304745393026,17.97262879166129,81.38218974894248,65.49221183800623,64.38945368520626,56
Czechia,2020,25.05354123614503,71.91358024691357,35.465389625237336,57.16254336490015,92.87894201424224,60.45952525867316,74.9331176507186,93.26923076923072,77.02641372424435,55.87659271339968,55.938461538461546,70.45723253956605,48.435446436061625,17.88728660948203,80.56639015546888,65.53582554517133,64.54516662565324,54
Denmark,2012,38.328010520383245,88.88888888888886,78.12903839088669,76.28515528249727,97.55849440488304,93.20450395617772,92.4936228457662,96.15384615384612,98.069649934949,63.47164972983049,85.1047619047619,67.14245734132346,99.5274181370767,18.76630407342373,80.63780695489754,92.22118380062304,85.59301143397651,90
Denmark,2013,41.83004571357005,92.43827160493824,78.12903839088669,77.57159883706433,90.74262461851464,91.8746195982958,92.52784172214272,96.15384615384612,97.83062539711356,62.983546507352685,84.78827838827839,67.74544274949828,100.0,19.08102528428694,81.85463934516288,93.06853582554518,85.69200533601506,91
Denmark,2014,41.542739056922784,94.59876543209876,78.12903839088669,75.47861385249865,82.80773143438464,87.05416920267803,88.81975984570397,96.15384615384612,93.5463374784424,63.25672786579341,83.13553113553114,69.09355069528605,95.88378401051423,19.493570935692524,81.65137614678899,99.2492211838006,84.71723433074702,92
Denmark,2015,43.61274970254869,95.06172839506172,73.8233911307623,73.92221496357098,81.18006103763993,87.35240413877054,90.1200771480122,96.15384615384612,94.4086411908868,63.87441624537897,87.26446886446887,69.30518049442132,94.02980900981515,20.54839189242257,79.87419656100643,96.58255451713396,84.44125953181718,91
Denmark,2016,46.0389504665289,96.14197530864196,73.8233911307623,76.47448971958886,90.13224821973546,88.15885575167377,85.1645616873017,96.15384615384612,94.07279658709268,64.49048932846877,88.37216117216117,69.35923042097635,94.50798355750678,19.9247698495958,78.93479096852167,92.46417445482868,84.38472918714454,90
Denmark,2017,45.99762038950467,96.29629629629628,73.8233911307623,76.4106579163903,97.0498474059004,85.89470480827754,86.67641386175575,96.15384615384612,93.34967171946386,64.07005399115886,83.63663003663004,69.62381207168205,94.1640334442549,19.305565684729007,78.98972696808218,90.01557632398755,83.79006151717084,88
Denmark,2018,43.00056359195942,96.60493827160492,73.8233911307623,75.63154421432858,99.79654120040692,87.83627510651247,87.18036458657376,96.15384615384612,95.04099724667938,62.357445132543845,84.65641025641027,69.77310217541235,93.22166606079249,18.90992016964651,81.10750975113993,89.04672897196262,84.07328819094789,88
Denmark,2019,42.62834241342601,97.68518518518516,78.12903839088669,75.20433657312978,95.52390640895224,89.74437005477785,84.66683257637033,96.15384615384612,94.1151553659496,63.06015845549628,82.63150183150184,70.04164749923574,92.2317608567993,18.24857085154247,82.08537054331703,90.9221183800623,84.20360794841021,87
Denmark,2020,33.8826476297827,95.37037037037037,79.56442542127724,75.61409020564145,96.84638860630724,88.73402312842362,92.07366390841784,96.15384615384612,93.24982602644396,62.349271205765504,84.84981684981685,70.38608014066641,95.44475825620088,18.344151290581365,80.7833873537329,90.09345794392524,84.8459454706105,88
Estonia,2012,47.53935750516626,67.43827160493828,31.077529397558795,65.95105231049519,92.1668362156663,61.52160681679854,80.39569464319044,94.71153846153842,81.0595745968352,20.08097938305993,60.00586080586081,35.782374120167844,63.33715500125835,17.325584983141937,72.99071581607427,69.66043613707166,61.78126243456259,64
Estonia,2013,42.74131129062559,69.90740740740739,31.077529397558795,65.71982825255452,91.96337741607324,62.15763846622033,81.29471784981024,94.2307692307692,81.20783032283441,22.284974828031007,48.26373626373627,35.30617025932378,65.94054976091272,17.394728279467948,76.05889139152887,70.9221183800623,61.443371596987774,68
Estonia,2014,46.66466278414428,76.38888888888889,26.473346299003428,62.789383308315934,93.794506612411,63.50882531953744,88.49312511665526,94.2307692307692,82.82654080058091,27.9459461594488,39.65128205128205,37.558654173825886,69.22345571991835,17.535960124093283,76.94061418447508,76.48286604361371,62.815031001951546,69
Estonia,2015,42.94595779322437,82.87037037037035,38.70869119524809,65.39152666058268,97.76195320447611,64.26049908703591,88.11049586262678,94.2307692307692,83.32879489274151,24.100092986823807,40.75311355311356,36.24511495131786,68.00984312519225,17.882027230958244,72.3699390210405,74.32087227414331,63.60912560234576,70
Estonia,2016,46.089047529588576,81.0185185185185,38.70869119524809,64.54907984128488,95.4221770091557,64.82958003651856,89.03440552479313,94.2307692307692,83.9732534567789,23.76171572084248,34.168498168498175,36.53373618934047,67.330331925841,17.65902958154982,73.713124210295,70.95950155763241,62.625536936515154,70
Estonia,2017,52.45563278852777,82.40740740740739,46.33985299293741,65.37856082555797,87.99593082400811,65.36822884966524,87.35456977539974,93.75,84.16386796163505,26.20114910423844,35.15604395604396,36.66888006553096,66.53337434635496,17.948014900169984,73.15277701477778,72.70093457943926,63.36033809162345,71
Estonia,2018,47.60874193750392,84.41358024691357,46.33985299293741,65.67361668669722,83.92675483214646,67.75106512477176,84.57972998195731,93.75,83.4286405857614,21.880233461836728,39.05934065934066,35.84325603438556,73.96884874584043,18.08034086382838,71.44976102840191,71.29906542056075,63.75712143483264,73
Estonia,2019,47.67612248731918,85.64814814814815,53.9710147906267,67.43115224716206,77.61953204476093,67.42239805234327,85.67784483294966,93.75,83.09884723608968,24.42772628304953,45.23076923076923,37.61180505915881,75.55437487766001,17.960917908815,72.81766741745867,72.5202492211838,65.49852167295765,74
Estonia,2020,31.11804120483437,83.9506172839506,51.42729419139694,67.04583422681233,75.48321464903357,72.26719415702982,84.10377651962919,93.75,82.73274636168345,20.56104649988823,49.11355311355312,38.46543645779413,77.10914124325382,17.84226632931844,75.00412019996703,75.398753894081,65.89300379824097,75
Finland,2012,34.52714634604546,85.18518518518519,86.84849434657391,77.2338222118052,77.72126144455746,100.0,93.19044360107011,95.6730769230769,95.84883967202202,65.4177171730136,97.32454212454212,64.80025687148564,95.1735130449372,18.838041996488137,93.98450804812391,94.36760124610592,87.10231296433768,90
Finland,2013,35.88753209343102,87.6543209876543,86.84849434657391,78.00745036827959,44.76093591047815,99.09616555082168,93.81571579667768,95.6730769230769,95.02889473843452,64.77880116543949,93.6058608058608,65.1461048071716,94.42968597075026,18.85697575917376,93.55600725155192,94.73208722741433,85.57890264840196,89
Finland,2014,37.14396643496775,79.93827160493825,86.84849434657391,78.42850754927431,42.21770091556467,94.36092513694462,94.93560629627324,95.6730769230769,94.06674533297026,63.566559890335085,89.97509157509158,65.74455277343891,93.2859819356282,18.699264528507232,90.72680327418556,100.0,84.61992217590229,89
Finland,2015,39.51005072327635,79.78395061728395,84.27933911050708,78.89245172304311,41.81078331637855,88.82836275106513,93.31798668574628,95.6730769230769,94.12423224713322,62.57572880128822,81.9018315018315,65.53188586340555,94.86032269791112,18.470656875340104,83.7444377300445,97.76323987538942,82.70908776960236,90
Finland,2016,44.78376855156866,81.79012345679013,84.27933911050708,77.7745640237973,41.40386571719221,88.77967133292756,92.72382255957196,95.6730769230769,93.77325950803304,62.34109079945675,77.57655677655679,65.76429224342651,94.0409943793518,18.79786034456643,82.49739054002087,96.35202492211836,82.09170064184673,89
Finland,2017,46.61606863297639,81.48148148148147,85.5639167285405,77.44825717567542,42.72634791454732,92.9093122337188,92.90113855534123,95.19230769230764,94.60228132280416,63.35362606146238,77.67912087912087,65.33956641652917,93.36987220715304,18.51981453327573,84.72779212217766,96.86292834890966,82.68874945889097,85
Finland,2018,41.32982653891916,83.64197530864197,85.5639167285405,77.7502946402895,41.09867751780261,94.02312842361532,91.86835065015865,95.19230769230764,95.50694381410548,63.331345559065454,78.54652014652014,65.56863393589687,93.63552473364838,18.412242711202616,80.00604295995166,97.18380062305296,82.74061159198205,85
Finland,2019,41.722337027991735,84.7222222222222,98.40969290887465,78.3101527475103,47.40590030518815,92.77236762020694,93.7783861133578,95.19230769230764,94.70817826994644,62.82859491719651,79.78021978021978,65.91647383475963,92.01644249321886,18.68215401704319,78.45135417238916,96.50467289719626,83.84466367538823,86
Finland,2020,32.101947523326444,88.73456790123456,95.8405376728078,77.37079462283549,43.64191251271632,90.58734023128424,94.1019100354632,95.6730769230769,96.11509485340837,64.72697641361684,83.08571428571429,65.78651042738379,93.59637594027012,18.81069322816446,82.47541614019667,96.69158878504676,84.40774887952917,85
France,2012,38.8019287369278,72.0679012345679,46.67487083572051,68.86354456008416,96.94811800610388,74.53134510042605,71.49567597834879,89.42307692307688,84.87791594808024,87.57316219148709,63.00366300366301,93.3354150835488,74.06672072928609,24.82623013357419,70.74932703400538,78.57009345794393,75.27792758527272,71
France,2013,40.29983092241218,72.83950617283952,46.67487083572051,69.28825877147051,94.20142421159711,77.83931832014608,72.29515336278232,89.42307692307688,84.30607243351184,87.6790701614596,63.2937728937729,93.5439323535082,69.37725455104723,25.738556994833186,67.83222545734219,77.49532710280374,74.86291579912468,71
France,2014,40.84087920345669,75.7716049382716,44.89367551055538,70.10078443301899,92.98067141403877,75.7334144856969,69.93716169974492,89.42307692307688,84.27279053583854,87.54473553066887,64.43369963369963,93.51535472237032,68.9214507424289,21.25370961498544,63.76421468988628,79.08722741433021,74.54494236709807,69
France,2015,41.013714071012586,66.82098765432099,44.89367551055538,70.48576999606038,96.54120040691753,75.86731588557517,71.23436819510981,89.42307692307688,83.92786905086079,87.40574433545332,63.0007326007326,93.3972040820924,67.79732110399597,17.559031264550946,58.193704334450366,76.38629283489097,73.40601494440959,70
France,2016,40.49571043897552,68.82716049382714,44.89367551055538,70.89652100049702,97.45676500508652,74.75045648204504,69.45498662353015,88.94230769230765,81.81598136213731,87.33336147561866,62.86593406593408,93.241078492108,70.04837672324598,18.673528636264187,52.58748557930012,75.91277258566979,73.0598947437302,69
France,2017,43.56064875696662,70.67901234567901,77.84309141311246,70.51070429418482,98.0671414038657,72.56847230675592,72.18938592670939,88.94230769230765,82.29403043780823,87.48406761920577,62.17728937728939,92.97650782527283,67.14577332848633,24.804982244338103,62.80558149755535,77.3613707165109,76.15208229124573,70
France,2018,42.464274531905566,72.99382716049382,79.3550392695378,71.29812942895472,99.18616480162775,75.94035301278149,72.22049399614261,88.94230769230765,82.43926053674625,87.40358022052077,62.11282051282051,92.6655974116701,68.74248482984257,26.904596276079506,55.88913915288688,77.30218068535825,76.53197470377128,72
France,2019,43.41987600976893,74.99999999999997,79.624029822754,72.02089161725519,98.677517802645,73.46013390139987,81.05518571517452,88.94230769230765,81.15336903573265,87.25827252520565,61.96923076923078,92.4627392121656,67.80571013114846,22.630264287277072,62.95940229632478,76.53271028037383,77.0225238725842,69
France,2020,19.703926357317304,77.16049382716048,79.1787952203436,72.30115312817392,96.94811800610375,69.38527084601338,73.52703291233746,89.42307692307688,79.6647605216181,86.23453727342557,64.3956043956044,92.30242684359231,64.29630043902574,27.79294037127005,63.22584189419327,74.26479750778816,75.62531447399269,69
Georgia,2012,54.82046465025988,3.3950617283950564,8.489259646535626,50.51472702761555,91.75991861648018,51.92635423006695,57.182853232128416,48.076923076923066,48.07116274847962,39.65846466529608,0.0,18.052751041423264,44.017225469086426,14.828011309767575,36.81536010547712,33.613707165109034,34.50230542189967,52
Georgia,2013,51.19869747636045,13.2716049382716,8.489259646535626,48.71679790418912,91.75991861648018,51.20511259890444,59.10222111615754,46.63461538461536,51.61719766421591,37.62849665001626,0.0,18.611232153274106,45.86840412740136,14.77001789591199,43.382958852936326,33.9595015576324,35.6760539753276,49
Georgia,2014,48.58763854969003,22.22222222222222,8.489259646535626,50.42030915205101,87.99593082400811,45.64516129032258,60.16611709077335,44.71153846153842,56.02856191945781,37.26316356021499,2.719413919413919,18.29316103127552,56.06666480243841,16.45792777681161,46.67637202658902,40.80685358255452,37.99669655249642,52
Georgia,2015,46.735299643058426,19.9074074074074,6.776403850649867,53.21910100219256,85.35096642929811,40.74254412659769,59.883033658931126,43.269230769230745,55.72902484039817,36.18621182266466,6.356043956043955,19.23699005409292,52.49853192024831,16.649088654889397,42.53694445970444,40.74766355140187,37.01197213799449,52
Georgia,2016,46.98378107583443,36.72839506172839,18.76588059080294,50.269539762725216,89.52187182095629,45.54473524041388,63.323586138244266,41.34615384615384,56.36440652325194,35.871885532819405,5.954578754578755,22.026218023061176,52.85646374542098,16.840740408296075,46.71482722628138,44.26791277258567,40.22961060569303,57
Georgia,2017,51.26632851149101,38.58024691358025,18.76588059080294,52.95562858534427,89.2166836215667,47.388922702373705,66.04865302059355,39.90384615384613,55.43856464252216,33.35413828465239,5.547252747252749,20.744721828858104,54.142781242135285,17.030007910105297,45.20134043838927,41.99065420560748,40.09183928081182,56
Georgia,2018,53.52595654079779,43.20987654320988,18.76588059080294,56.509597211348094,87.2838250254324,48.50273889227024,68.62751197660674,37.980769230769226,54.34631327342591,36.59095318885893,5.81978021978022,20.882130631048355,53.172450434831234,17.2202571625723,43.21265725429874,42.23364485981308,40.50555151308224,58
Georgia,2019,51.81940008766986,52.62345679012345,15.593230789784013,55.84152425026721,92.37029501525934,56.05295191722459,68.45641759472407,36.53846153846152,52.503706393149976,34.62978264183941,6.004395604395603,22.738332880479504,52.94035401694583,17.203707651484127,41.82277646541779,41.55451713395639,41.135848865488605,56
Georgia,2020,22.58475796856409,58.33333333333332,30.75535733095601,56.172651729359785,92.77721261444547,54.54656116859404,67.66938343806385,37.019230769230745,49.099875949290485,34.13828108393197,6.464468864468865,22.69796738012161,49.72456027516009,17.391222027118758,43.70708125034335,40.75077881619938,41.68450959534671,56
Germany,2012,39.529588577869625,73.61111111111111,62.19282537708776,64.93007591662635,60.73245167853515,79.32744978697504,84.0913332918559,93.26923076923072,89.58579165532056,99.5962888164333,82.18608058608058,98.93595561639984,83.73088000894829,31.548136637251545,76.81151458550788,85.80685358255451,82.04032705323112,79
Germany,2013,39.30891101509174,76.38888888888889,71.3053620838932,66.05245178953456,63.88606307222792,78.70054777845405,84.56417594724071,93.26923076923072,89.96096941091041,99.75727646263388,80.84688644688644,99.00310762287056,83.18279690165264,50.00792413030916,80.9976377520189,84.9595015576324,83.23216655470968,78
Germany,2014,43.77581564280794,79.47530864197529,71.3053620838932,66.95324486644358,64.69989827060027,83.39926962872794,89.31437814969203,93.26923076923072,90.87470878339536,99.93037384618763,82.07179487179488,99.28020492330768,83.58267386258773,59.12095448603949,80.92072735263417,91.44548286604362,85.14837845047363,79
Germany,2015,42.481307533345856,81.63580246913577,71.3053620838932,67.58109049321703,65.5137334689725,83.14363968350578,89.77788838424686,93.26923076923072,90.44506974070376,99.76402990216732,83.71282051282051,99.32967874777924,82.56200889236877,100.0,74.39158380486732,88.60747663551402,85.23945882163972,81
Germany,2016,44.08942325756153,76.38888888888889,71.3053620838932,68.55169960487447,63.07222787385557,83.25928180158246,92.72382255957196,93.26923076923072,88.70835980757012,100.0,83.9062271062271,99.63382772865788,82.71580772349766,53.8715337189276,73.84222380926221,83.13084112149534,83.91951267243057,81
Germany,2017,45.14471789091365,76.69753086419752,56.6544974346985,69.04639607966342,56.96846388606309,81.82592818015824,91.75013998631246,93.26923076923072,90.75973495506943,99.85099288202812,87.03296703296704,99.7274919218566,83.15483347781101,49.34902918884956,71.28495302972037,82.84423676012462,82.7410497561315,81
Germany,2018,41.13795478740059,80.70987654320987,56.6544974346985,68.54754388852041,60.32553407934892,79.10225197808886,91.15908666708144,93.26923076923072,91.08045142355752,99.59562474354396,88.87912087912089,99.7117042376937,85.9903246553508,45.90729188288556,71.38109102895127,83.38317757009347,83.28335610301288,80
Germany,2019,40.81608115724216,82.40740740740739,57.01700523850754,68.97142695663592,64.8016276703968,78.2410225197809,89.87121259254651,93.26923076923072,88.38461771202081,99.59894468073726,90.54652014652014,100.0,85.05914264142501,39.95886464743931,70.57353183541174,83.06853582554517,83.17365499972647,80
Germany,2020,28.08391258062496,85.03086419753086,57.74176393060199,69.70665629399863,69.58290946083416,72.71454656116859,85.6094070801966,93.26923076923072,88.98671749720128,98.58304612134113,89.50329670329671,99.82741874379714,83.94619837252873,31.8514274654564,73.22419381420644,81.1619937694704,82.38451288825027,80
Greece,2012,17.473354624585138,31.48148148148148,31.61165677113709,49.21082946436141,74.77110885045775,41.1472915398661,52.762396565669135,91.82692307692308,68.62122174820732,55.16352142000251,18.546520146520148,66.462333587425,27.58032493498504,12.999570834712458,49.54128440366972,45.90031152647976,48.01756396065193,36
Greece,2013,32.650259878514625,38.88888888888888,31.61165677113709,49.37905286237429,72.53306205493386,43.60620815581254,56.066073539476136,92.30769230769228,68.20973646788296,56.25243840547349,21.61758241758242,66.37743903725023,30.79611867677078,13.423196243541485,50.80206559358347,48.36448598130841,49.87897281200052,40
Greece,2014,40.3258813952032,43.981481481481474,31.61165677113709,52.35687297304935,64.08952187182098,41.80462568472307,46.67143657064643,92.78846153846152,66.1371819309552,55.53413171882602,22.35604395604396,66.0742893318038,29.09873884958474,14.3099274626514,51.65082678679339,45.45794392523364,48.77208364395838,43
Greece,2015,37.76967875258313,49.53703703703703,28.18620209488918,54.97996113574064,58.901322482197386,37.17589774802191,48.71523673240839,92.78846153846152,67.13261323409276,53.79724542062867,26.05128205128205,65.80717639743584,29.5741170548922,14.53544961375124,49.03587320771301,41.67289719626168,48.34379161968198,46
Greece,2016,38.26188239714447,53.08641975308641,28.18620209488918,55.510895457137096,64.8016276703968,36.52160681679854,40.73290611584645,93.26923076923072,67.65604671568182,54.796118855773656,27.200000000000006,65.60229081323844,29.143480327731325,18.31841539833832,51.94473438444212,37.30841121495328,48.173423180089706,44
Greece,2017,42.03143590706995,54.320987654320994,24.76049050311768,54.74025941643768,70.49847405900304,40.01521606816799,43.485970260685626,93.26923076923072,67.34743275543856,52.77427853233269,31.50769230769232,65.56353621491697,29.772657364167667,18.31834527329133,53.27693237378454,35.373831775700936,48.81140555168204,48
Greece,2018,43.51330703237522,57.87037037037037,25.617046858822352,53.472932157099365,74.97456765005093,40.60255629945223,49.03253904062714,93.26923076923072,69.86172884330277,51.26248034756013,33.30695970695971,65.74981218861994,31.333016414529794,18.841127498555423,59.73740592210075,37.32710280373832,50.5586548982843,45
Greece,2019,44.04558832738431,63.2716049382716,30.75535733095601,53.933053071822414,75.68667344862664,42.30066950699939,52.616188639333046,93.26923076923072,71.94638588847539,49.31855686186772,35.10329670329671,66.54471431478915,33.28765974105869,20.16116138297813,59.9681371202549,38.73208722741433,52.30798499460519,48
Greece,2020,15.30640616193876,66.97530864197529,33.32451256702284,53.42738550585872,79.65412004069175,44.9969567863664,53.21346357245069,93.26923076923072,76.55139027563462,50.51795694349133,42.03369963369964,67.56476067601325,33.79939039736025,18.028728829248315,58.67164753062682,42.809968847352025,54.35250640267843,50
Hungary,2012,34.986285928987414,55.40123456790122,0.2892868795811232,64.71431112352286,85.96134282807729,51.25684723067559,67.0752193118895,87.5,70.09167649995462,56.163475940574784,34.4937728937729,57.57610570913839,41.257235535919015,18.655155873954435,74.07020820743833,52.84423676012461,53.36810644822968,55
Hungary,2013,43.43189930490325,58.48765432098764,0.2892868795811232,63.12715993357503,98.47405900305182,53.38101034692636,64.51813600447957,87.5,69.72254999848718,55.39069120375554,38.30036630036631,57.11198355993902,41.123011101479264,17.97837904551396,77.38834258089325,51.96884735202492,54.317421361386806,54
Hungary,2014,49.1985722337028,63.2716049382716,3.4801776827761266,62.24481823727811,98.0671414038657,50.47474132684114,59.78970945063149,87.01923076923075,64.15539620586367,53.72205687658425,37.142857142857146,57.94387162719194,37.28083666564134,18.395342574879525,73.90814700873483,49.66978193146417,52.97600119221724,54
Hungary,2015,47.50879829669986,58.79629629629628,3.610433853244718,62.03553636168695,96.94811800610388,48.24710894704808,59.8643688172712,87.01923076923075,64.36416447308704,54.14709526368725,36.996336996337,57.75582321784709,36.223819244428284,18.554877056767623,75.7732241938142,45.70716510903426,52.11893664832448,51
Hungary,2016,44.44987162627591,68.82716049382714,3.610433853244718,61.946770260363934,93.4893184130214,46.64637857577602,54.902631742674046,86.53846153846152,59.59275059756134,54.96474322882192,32.316483516483515,57.63143809549023,34.92352003579318,17.587992908955247,73.18024501455804,46.69158878504673,51.127487607869405,48
Hungary,2017,48.67205210094558,64.96913580246911,3.4801776827761266,60.77169990408606,99.08443540183112,47.38283627510651,56.3398245504884,86.53846153846152,63.67734713019273,52.73283437213858,36.33406593406594,58.1560158107756,35.4380470344789,18.99975035483273,77.37735538098116,50.54828660436137,52.50209332594814,45
Hungary,2018,52.38399398835243,63.88888888888888,9.93518021339403,61.133912141507125,94.50661241098682,46.223371880706026,54.05649225409071,86.05769230769229,62.17966173489455,50.69654502004968,41.92527472527473,58.394720581621655,34.45093817286988,19.98079976213584,75.76773059385815,51.09968847352025,52.75644168207418,46
Hungary,2019,51.05917715573925,70.52469135802468,9.93518021339403,59.68489696316871,93.28585961342824,46.445526475958616,54.94929384682387,86.05769230769229,57.81368188557078,51.19039915565297,40.90256410256411,59.43984894180757,33.76024160398199,19.991248394136424,76.43520298851837,49.34267912772586,52.58102722838554,44
Hungary,2020,27.47373035255808,77.31481481481481,8.644179707270453,59.58183519758768,89.72533062054934,49.12355447352404,51.12611211348224,86.05769230769229,59.22967535021633,51.21448220513189,44.40732600732601,60.193653624057575,34.834037079500014,18.224658210521,78.4980497720156,49.14641744548287,53.12835149068219,44
Iceland,2012,41.00569854092304,94.9074074074074,79.60989946895562,81.74925737348752,97.6602238046796,77.86975045648205,71.15037640764015,89.42307692307688,91.07742579649631,26.20114910423844,47.33479853479854,23.300715422631683,85.41987080898184,17.563799767745845,89.70499368236005,86.0809968847352,71.3204645719963,82
Iceland,2013,49.74488070636859,95.37037037037037,79.60989946895562,81.20419361648723,81.383519837233,77.86670724284845,71.76631618241771,89.42307692307688,90.97152884935404,25.05334704020148,47.33479853479854,21.9547249849673,86.1720869103213,17.70005273403533,90.86139647310884,85.33021806853583,70.72330716644183,78
Iceland,2014,42.5677249671238,97.99382716049382,79.60989946895562,80.44336506638342,85.35096642929811,77.93974437005477,74.25496173707461,89.42307692307688,88.48143777797948,29.43796400844497,54.479120879120885,22.158261059934105,83.89866055199798,17.663096834274878,89.75992968192057,86.90654205607476,71.73499826553422,79
Iceland,2015,49.454818711253054,97.99382716049382,83.68791957516449,81.36759638352939,96.03255340793488,77.19415702982349,75.75125987681204,88.94230769230765,89.06840942785392,26.985291903518007,61.66446886446887,22.5969318604173,85.97354660104583,17.68834185118904,91.17453167060374,84.69781931464175,73.20422732523978,79
Iceland,2016,54.131379547874005,97.99382716049382,100.0,79.53841627312033,98.9827060020347,73.81618989653074,75.90057861009146,88.94230769230765,88.45118150736741,25.64319797984822,59.575091575091584,23.95747564894401,86.13573445932718,17.8727005997094,92.49574246003404,80.01246105919003,73.75913736008613,78
Iceland,2017,48.84914521886154,98.14814814814812,75.53187936274674,79.99753981591837,95.4221770091557,75.75471698113208,80.79387793193555,88.94230769230765,89.15010135850655,25.9259439411947,58.801465201465206,23.210416687148168,83.08772126059114,18.16862829798096,92.25127726198976,82.74766355140187,72.03648714495188,77
Iceland,2018,50.58826476297827,99.22839506172838,75.53187936274674,79.60091824708559,94.50661241098682,76.12598904443092,80.3303676973807,88.94230769230765,89.46174094581102,30.385379542844763,56.37216117216118,24.943244536878908,83.3953189228489,18.048714467638693,93.8197000494424,86.1214953271028,72.72857641883121,76
Iceland,2019,43.003569415743,100.0,75.53187936274674,80.12786308078213,87.79247202441505,77.83627510651247,78.92428295899956,88.94230769230765,86.82339414843726,28.61195672165586,66.31794871794871,24.089374414639465,79.62025670423085,17.935953392088773,100.0,87.58566978193147,73.09398772432542,78
Iceland,2020,20.956603419124555,100.0,75.53187936274674,79.58446161032347,84.74059003051882,77.65063907486305,81.41292851365645,88.94230769230765,89.22574203503675,27.9459461594488,70.60219780219781,24.227448549572244,79.51679203601688,17.75839677312584,93.27583365379331,88.33021806853583,73.21453040171788,75
Ireland,2012,37.342100319368775,65.12345679012347,16.351388499947337,63.38547926214423,89.31841302136323,79.57395009129641,85.17389410813166,25.4807692307692,87.43154518774016,33.88346364306408,43.463736263736266,58.69959745904752,73.61091692066776,16.011651977806824,81.35746854914025,87.61370716510905,61.62772525053779,69
Ireland,2013,43.83267580938068,67.12962962962962,17.899304529677597,64.37769809884287,90.8973757711464,78.50578210590383,85.4911964163504,25.4807692307692,87.10477746512964,33.88346364306408,43.72161172161172,58.8234725863817,78.93235647772713,16.720055202436985,80.25874855793,87.05295950155764,62.38813172116861,72
Ireland,2014,61.7268457636671,75.30864197530863,17.899304529677597,63.62069280778482,92.47202441505588,81.39074863055386,91.23374603372116,23.55769230769229,87.28026383467973,33.88346364306408,42.22417582417583,59.050603204990765,80.2270630015939,17.614640426809085,84.4311377245509,88.65420560747663,63.88361679175707,74
Ireland,2015,100.0,75.30864197530863,19.446963643884256,62.99617175409461,91.35300101729403,79.01704199634814,92.77048466372176,19.711538461538424,87.8036973162688,33.88346364306408,32.31062271062272,58.43996912216643,79.7041469757557,18.52121703421541,80.09943415920452,87.65109034267913,62.691467356624514,75
Ireland,2016,41.40397019224748,75.30864197530863,34.571066687562464,64.86774017131523,92.98067141403877,73.19841752891053,90.31916879238474,18.74999999999997,86.48452391758191,33.88346364306408,32.237362637362644,58.97272589294893,79.03022846117278,18.91328617190173,78.41015217271878,79.48286604361371,61.74354349172299,73
Ireland,2017,63.51430897363642,76.23456790123456,34.571066687562464,65.91847149427926,91.75991861648018,71.30249543517955,85.52852609967024,17.307692307692292,86.59042086472421,31.41819900208021,34.33260073260073,59.26045328664698,75.67741394256312,19.60864613779291,82.79404493764764,76.83489096573209,61.16237472332368,74
