Economy,Year,GDP (annual % growth),Individuals using the Internet (% of population),Proportion of seats held by women in national parliaments (%),Ratio of female to male labor force participation rate (%) (modeled ILO estimate),"School enrollment, primary and secondary (gross), gender parity index (GPI)",Government Effectiveness: Estimate,Regulatory Quality: Estimate,Economic and Social Rights Performance Score,Voice and Accountability: Estimate,"Patent applications, residents",Research and development expenditure (% of GDP),Scientific and technical journal articles,Control of Corruption: Estimate,Net migration,Political Stability and Absence of Violence/Terrorism: Estimate,Rule of Law: Estimate
Cyprus,2015,0.46941898967996065,-0.3034777366793464,-1.4294283103946845,0.6578560171346165,0.8378775131576798,0.36212805432705597,0.31078901081702676,0.7129490291562567,0.4535601766906211,-1.8835194198016785,-0.9231346602408498,-0.9139696337408146,0.3713047432602999,-0.23365163179556192,0.20533972156796143,0.3660688234392182
Cyprus,2016,1.3395609274150995,-0.005380127340796149,-0.8826256682485298,0.5244089601387578,0.7557576936789853,0.247073840563366,0.3007759588856744,0.7129490291562567,0.47106117345924253,-2.139454883002424,-0.8761305024393158,-0.8408881801468897,0.19032309196097758,-0.23599547628898435,0.2787724696783582,0.014575588363642556
Cyprus,2017,1.112612949360618,0.33530285476040367,-0.8826256682485298,0.5471384066786875,0.6384436658522751,0.19553257722344353,0.2707368030916176,0.693435319836239,0.4825718961661212,-1.768582929449254,-0.8518873669966328,-0.767756491947201,0.14759269657990484,-0.23828899283316152,0.1890530809364727,0.19337047583664907
Cyprus,2018,1.2562896651707534,0.5979126534634123,-0.8826256682485298,0.48548367742130033,0.07533633228406378,0.19326425756545193,0.05689642006451967,0.693435319836239,0.4348846163804813,-2.037402100723787,-0.7762995997211931,-0.7361362170202619,0.009241836010417354,-0.24059688879140878,0.12262073099224204,0.04550167243367893
Cyprus,2019,1.1470357831734517,0.7185712096242531,-0.8826256682485298,0.4294118131943934,-0.04197769554264637,0.2842490794026743,0.2449497652410119,0.693435319836239,0.4711786298133943,-2.037402100723787,-0.6751983143597855,-0.7133035168022015,0.0005762313527172362,-0.2429551126989013,0.20848275747930134,0.05170905848357878
Cyprus,2020,-1.3619143845212163,1.052156629598345,-0.7003479138021682,0.23276230198220335,-0.0009177858032958637,0.13756440818587806,0.23603403406925982,0.693435319836239,0.30168911077231464,-2.271023802348197,-0.5407494846121547,-0.6681560862968035,-0.2475389548809712,-0.2453277160204639,-0.15696659984831546,-0.14725983365160203
Czechia,2012,-0.6861731941521428,-0.18281918051850451,-0.45975720095329453,-0.6159326792550669,1.0079828535064166,0.2412770236596094,0.3180587608493782,0.6348941918761909,0.3816768879497057,0.3209948591869978,0.4471847509822483,0.5578359324252804,-0.2870820014224302,-0.27628659451333826,0.9363813014918924,0.3797029035131052
Czechia,2013,-0.48512508865395204,-0.13313624562874699,-0.7149338087010287,-0.521565677472559,0.7909519020270008,0.2338419758917477,0.35317302515658616,0.6348941918761909,0.3982382338851127,0.37882564454221107,0.5631071671819773,0.5637349706066968,-0.2981381177098406,-0.2757114179505352,0.9802409389819542,0.38114390384611774
Czechia,2014,0.14568437392577419,-0.12603868350163802,-0.7149338087010287,-0.5488166919282634,0.8906688256797065,0.3791404517619935,0.24728157185516247,0.6348941918761909,0.4476873589830298,0.3431078563213146,0.6468465564184938,0.612472883078919,-0.16795483854186355,-0.2694132345878418,0.8448046642569421,0.5086170102279884
Czechia,2015,0.8941603501637913,-0.01957525159501302,-0.6638984871514819,-0.46173505263107323,0.6443093672436034,0.3722094750292413,0.3604427751889379,0.6348941918761909,0.46659783200147326,0.32779365573689007,0.6030183552251717,0.6630838171847799,-0.13000546642021152,-0.2785154036942001,0.8166602063235802,0.47336792515891457
Czechia,2016,0.23827848699442924,0.03720524542185345,-0.6638984871514819,-0.4139877376476324,0.6384436658522685,0.3501563672432108,0.20928684055400387,0.6348941918761909,0.4461604263790563,0.2796656068323371,0.34163712636934424,0.6607369258784139,-0.04235337333083145,-0.27543820908320377,0.8068025027834684,0.341682663957469
Czechia,2017,0.9534073429762642,0.19335161221823702,-0.45975720095329453,-0.3664504710514761,0.6795035755916256,0.378510362968107,0.5506907618846304,0.6153804825561731,0.27561380015061004,0.2808176008710922,0.4460202335592372,0.6597130286953763,-0.03020160587980366,-0.27341071169932296,0.8458047211378232,0.4528613819583528
Czechia,2018,0.30706898982231884,0.33530285476040367,-0.45975720095329453,-0.3116388971482806,0.7674890964616614,0.27845226249891786,0.6120035593272944,0.6153804825561731,0.20784148380500855,0.20868526515246805,0.5841743460164486,0.6430824327489476,-0.08837072220275591,-0.2726773615817491,0.8968076220627484,0.3765992104881554
Czechia,2019,0.5099375336471499,0.34949797901462054,-0.4087218794037477,-0.3214116747461887,0.6149808602869291,0.23863065072528575,0.5681107289432845,0.6153804825561731,0.22170133359492364,0.26382281995345674,0.6140283381336391,0.6650404238007566,-0.06466481520812818,-0.2748055148641204,0.7762293352822525,0.37360636364266786
Czechia,2020,-1.9368143245539768,0.3778882275230533,-0.4087218794037477,-0.3983114948491789,0.6501750686349513,0.22779312347043662,0.5672877383735841,0.6153804825561731,0.3913083089901552,0.20530504731426735,0.6761712224343157,0.6291192389526609,-0.04285139658702106,-0.2835553883257618,0.7337983504791635,0.3751582101551429
Germany,2012,-0.3427723279904642,0.4559614109212456,0.6531394348847435,0.11827487573341697,-1.2033865710270717,1.0091032278897982,0.9711017779064748,0.6153804825561731,0.8788696350743699,2.1428667256671976,1.6244060004260716,1.6852124712674263,1.2143585113381559,1.1170498700489189,0.5385015281699952,1.0964342999176062
Germany,2013,-0.36707242141122237,0.5837175292091954,1.015173798892919,0.19291943946765824,-1.0215498278956716,0.9831435695816712,0.9919508723388796,0.6153804825561731,0.8934342229891957,2.15000134739996,1.5760255947609791,1.6877027086063248,1.1948359996955211,3.0096755396594017,0.756228197664635,1.0662841391038071
Germany,2014,0.12480449796718861,0.7256687717513621,1.015173798892919,0.25282745055709227,-0.9746242167649861,1.1777149891338479,1.2014019723275768,0.6153804825561731,0.9289060419430462,2.1576726463085008,1.6202772568353965,1.6979784707216001,1.2090794648225454,3.944006727690752,0.7522279701411112,1.2970658847447245
Germany,2015,-0.017741339488518693,0.8250346415308781,1.015173798892919,0.2945828589137624,-0.9276986056343073,1.1671294973965534,1.2218395714751311,0.6153804825561731,0.9122272396534874,2.1503006451262348,1.6795617801886826,1.6998131376432937,1.1727237671207003,8.135210495231076,0.4126372264477003,1.1960850152543905
Germany,2016,0.1593376613755759,0.5837175292091954,1.015173798892919,0.35913404488003037,-1.0684754390263569,1.171918172230091,1.3517349163928103,0.6153804825561731,0.8448072923703415,2.1607583257496383,1.6865488847267482,1.7110920731297896,1.1782020229387866,3.4057996384618647,0.3840641727082463,1.0012174317593219
Germany,2017,0.27554230789277684,0.5979126534634123,0.4331057495560273,0.3920342554358816,-1.4204175225064872,1.1125638078459752,1.3088022416734508,0.6153804825561731,0.9244427004852771,2.154154654925768,1.7995070747588129,1.714565477477327,1.1938399531831416,2.9421210523581833,0.2510566075510879,0.9910195832487723
Germany,2018,-0.16566574472748116,0.7824492687682285,0.4331057495560273,0.35885766542307623,-1.2268493765924176,0.9997779137402771,1.2827408736329449,0.6153804825561731,0.9368930740253703,2.14283729540357,1.86620216353126,1.7139800135029277,1.2948390695384049,2.58925023107851,0.25605689195549225,1.010195972295784
Germany,2019,-0.20110912729918856,0.8605224521664199,0.4475079172973096,0.3870483700324238,-0.9687585153736513,0.9641148880062965,1.2259545243236323,0.6153804825561731,0.8322394624760965,2.142984427786767,1.9264394738670092,1.724671054763987,1.2616707206761735,1.979376142124362,0.21405450295849487,0.9990005081700719
Germany,2020,-1.603122462801046,0.9811810083272617,0.4763020457155639,0.43594542355679533,-0.693070549980887,0.7352666380666899,1.0380383442420902,0.6153804825561731,0.8556132769523089,2.0979620169918456,1.8887514554495635,1.7182711225686946,1.2220280694834764,1.1481453529754588,0.3519194872513605,0.9311626463390242
Denmark,2012,-0.47508509545854233,1.15862006150497,1.2862734269641116,0.8734541039155989,0.9199973326363807,1.5837442079143615,1.341584699366508,0.7324627384762727,1.2082172521160797,0.5419014267872888,1.7298477598187019,0.5061954813086067,1.7770251861812332,-0.1934324106415584,0.7375128474652924,1.324666583430886
Denmark,2013,-0.08945557659858813,1.3218639904284615,1.2862734269641116,0.959010128610402,0.5269953394168932,1.528674447328674,1.3430935154109584,0.7324627384762727,1.198938200138086,0.520269755406848,1.7184143160291394,0.5285563437335099,1.7938583722404438,-0.1611650054683071,0.8008021614981831,1.3548167442446852
Denmark,2014,-0.12109258812368416,1.4212298602079787,1.2862734269641116,0.8198143789098912,0.06947063089273543,1.3290623174254048,1.1795927222305218,0.7324627384762727,1.0326200026591055,0.532376558027519,1.6587063317947586,0.5785490233257471,1.6472403256182082,-0.11886795898117754,0.790230131614585,1.5747355642982774
Denmark,2015,0.10684835629078271,1.4425225465893035,1.1152132361943408,0.7163047446913317,-0.02438059136863529,1.3414120577855817,1.2369277319196348,0.7324627384762727,1.0660950635923747,0.5597511612413285,1.8078704271604376,0.5863970155977292,1.5812024418474593,-0.010720385760133387,0.6977963027674513,1.4798512346783808
Denmark,2016,0.3740114719246798,1.492205481479062,1.1152132361943408,0.886045951974441,0.4918011310688841,1.3748067638615706,1.0184237356642356,0.7324627384762727,1.0530574082815225,0.5870541780337241,1.8478874804239054,0.5884013808035661,1.5982348372091453,-0.07465845042272783,0.648936380872985,1.3333125854289607
Denmark,2017,0.36946037610807936,1.4993030436061698,1.1152132361943408,0.8818007635156221,0.8906688256797065,1.2810495513312472,1.0850859718099506,0.7324627384762727,1.024985339639237,0.5684213998946157,1.6768092844615656,0.5982130177211028,1.5859834651068798,-0.13814356354211488,0.6517936862469303,1.2461874883714388
Denmark,2018,0.03943697340731745,1.5134981678603867,1.1152132361943408,0.8299851429258127,1.0490427632457606,1.3614488814311752,1.1073067171918556,0.7324627384762727,1.0906434416101058,0.492522306574295,1.7136503811168222,0.6037492304149009,1.5524166976396967,-0.17870789063380021,0.7619428084125258,1.2117143265586026
Denmark,2019,-0.001550471340976098,1.5631811027501452,1.2862734269641116,0.8015733347509005,0.8026833048096705,1.4404620161845525,0.9964773204722307,0.7324627384762727,1.0547017972396482,0.5236650300326632,1.6404975139076778,0.6137078545531567,1.5171566511014687,-0.2465140176812452,0.8128028440687537,1.278443726595025
Denmark,2020,-0.9645899285325431,1.4567176708435203,1.3433002952635755,0.8288243492066034,0.8789374228970303,1.3986241202704837,1.3230674115482541,0.7324627384762727,1.0211092799522268,0.49216005594816875,1.7206374856548876,0.6264806527092339,1.6316023953738525,-0.23671444699248817,0.7450847067062478,1.248958642858001
Spain,2012,-1.2638589564726406,-0.43833141709440515,0.969231802434017,0.04770967278382127,0.9786543465497293,0.4120310868028731,0.17293809039224575,0.8495449943963707,0.4918509481441151,0.9271714652667229,-0.05133457128672343,1.3228094969580235,0.5697172085262604,-1.418249332009556,-0.6117067501117261,0.39655152279140476
Spain,2013,-0.8672792252539567,-0.31057529880645535,0.969231802434017,0.09987905907853147,0.6560407700262861,0.5512807102518078,0.15304915162449118,0.8495449943963707,0.40328885711364104,0.892276270175901,-0.0767422241524175,1.3232922712796635,0.32727948741313406,-2.1174842897021926,-0.552417663602359,0.38280659653805527
Spain,2014,-0.054205270819100176,0.015912559040528653,1.348352792096981,0.14553694536739836,0.6443093672436034,0.5583377047433375,-0.10235225517246607,0.8495449943963707,0.40904421846708033,0.8811117225872229,-0.11188947728329413,1.337685267638202,0.09041962676933189,-1.018386585548873,-0.22225602764296787,0.3175181968346449
Spain,2015,0.6464979905440553,0.19335161221823702,1.4941709128283456,0.17238997340508627,0.7968176034183357,0.5381748633389669,-0.0406279624449523,0.8495449943963707,0.4691818717928133,0.8566253137344587,-0.13285079089749174,1.3290748585823804,0.03244971974885548,-0.3289583882520279,-0.22497046774821602,0.22839786854679783
Spain,2016,0.3304864464786454,0.32820529263329473,1.2900296266301583,0.21332729856917096,0.46247262411220985,0.45953978186192146,0.24056048220261095,0.8495449943963707,0.46530581210580335,0.8477189972426963,-0.1666217961648101,1.3319072949694235,-0.02850832680875889,0.4507869088189667,0.005042614854388793,0.3162988888605574
Spain,2017,0.3251906258920556,0.6121077777176281,1.2900296266301583,0.22673722982059866,0.14572474898008855,0.3415871596463534,0.1504430148204406,0.8495449943963707,0.441697084921287,0.7396308304197332,-0.14555461733033875,1.334803224244161,-0.08777309429532838,1.131371766462715,-0.1826823482138241,0.3816981347434302
Spain,2018,0.1871131370562835,0.7185712096242531,1.2900296266301583,0.21392427819619184,0.06947063089273543,0.30113545907883466,0.16059323184674296,0.8495449943963707,0.4512110496075846,0.5790330451335602,-0.11199534250356784,1.3482849459523447,0.014321673223551877,2.111558905963539,-0.17539621951026335,0.3303763536522944
Spain,2019,0.06735036108246754,1.0450590674712372,1.7857969472267665,0.27006247349276846,-0.21794873728271158,0.30063138804372547,0.2965238409422236,0.8495449943963707,0.4587282562733012,0.501841497498651,-0.10278506833975382,1.3767216833466505,0.06770976628708338,3.026923646836458,-0.15125198910042467,0.34378874136725646
Spain,2020,-3.4911376667180667,1.2224981206489456,1.7857969472267665,0.2665469268003097,-0.15342602197801514,0.15583698320858888,-0.09014456172191346,0.8495449943963707,0.42114222294471804,0.5499562561904533,0.06543476667519545,1.4225242307018862,0.11293027794910447,1.3881809120472433,0.01818621957453762,0.20057547750171126
Estonia,2012,0.5392300412667245,0.1720589258369122,-0.5830483307526897,0.18617578071797183,0.6091151588955943,0.27177332128371995,0.8081496451058385,0.6739216105162229,0.5478776290745345,-1.3810785469027358,0.8231121481742462,-0.6567489233733333,0.48794178985991826,-0.34114494167641757,0.3397759394120925,0.521918551763488
Estonia,2013,0.010889190557732078,0.28561991987064517,-0.5830483307526897,0.17079802773302952,0.5973837561129246,0.29811103286817914,0.8477903575463973,0.654407901196207,0.5536329904279736,-1.2834022706684174,0.39891021053742953,-0.6744082711356167,0.5806737201624328,-0.33405589053986995,0.4993564445469432,0.566811254445799
Estonia,2014,0.44291230434812345,0.5837175292091954,-0.7659691302505756,-0.024093710132930362,0.702966381156965,0.35406291776530774,1.1651903872607687,0.654407901196207,0.6164721398991986,-1.0325203549259014,0.08777232815295134,-0.5908780857552678,0.6976095807157648,-0.31957582057130307,0.5452161957987669,0.7646716847863547
Estonia,2015,0.033424010449627006,0.8818151385477456,-0.2798678995554519,0.1489640506336319,0.9317287354190504,0.3851893041833048,1.1483190805819148,0.654407901196207,0.6359698946884013,-1.2029601885031793,0.12757765097587206,-0.6395888330569675,0.6543811620785025,-0.28409461635338973,0.3074883886865095,0.6877444362393824
Estonia,2016,0.37952795170237746,0.7966443930224454,-0.2798678995554519,0.09293640711983758,0.7968176034183357,0.4087546250746629,1.1890571137820738,0.654407901196207,0.6609880981227393,-1.2179563317024862,-0.11030149897918819,-0.6288857219885522,0.630177231827685,-0.3069578847248111,0.3773495050794745,0.568141408599349
Estonia,2017,1.0805897842510832,0.8605224521664199,0.023312531641786243,0.14810174672793386,0.36862140185083914,0.431059768378248,1.114987962509057,0.6348941918761909,0.6683878484343041,-1.1098459589902918,-0.07462491974694298,-0.6238741021680817,0.6017899062248743,-0.2773291020334188,0.34820499026523144,0.6301044229188842
Estonia,2018,0.5468703657588356,0.952790759818829,0.023312531641786243,0.16772468817169678,0.13399334619741884,0.5297316735008868,0.9926366978136297,0.6348941918761909,0.6398459543754113,-1.3013395262004341,0.06638755365765887,-0.6544912035520397,0.8666386738665354,-0.26376212485830175,0.2596285236729241,0.580223642160761
Estonia,2019,0.554290031059839,1.0095712568356954,0.326492962839024,0.2846110881068484,-0.2296801400653813,0.5161217555529365,1.0410559763309908,0.6348941918761909,0.6270432117728627,-1.18844019463535,0.28933970755412414,-0.5889070602236739,0.9231145111184427,-0.27600619593897174,0.3307754274841645,0.6236753445100595
Estonia,2020,-1.269016865064788,0.9314980734375031,0.22543281910661156,0.2589851848580363,-0.3528598692834263,0.7167420275264242,0.9716504382862752,0.6348941918761909,0.6128309929204921,-1.3598030182162646,0.42961112441681,-0.5572513451637705,0.978494697206733,-0.28817118024225635,0.4444961813671915,0.7260972143334061
Finland,2012,-0.8936204161924629,0.9882785704543706,1.632690982578126,0.9365460063491479,-0.22381443867404643,1.865141863264109,1.372309680635315,0.7129490291562567,1.1220042881686423,0.6281468959350084,2.1713057283601356,0.41933828415666213,1.6219407442037732,-0.18607734034471435,1.4316951880653277,1.401039601080546
Finland,2013,-0.7438204078290833,1.1018395644881036,1.632690982578126,0.9879968060557779,-2.1243016894667486,1.8277145889072461,1.3998798647202708,0.7129490291562567,1.0901736161934985,0.5998315304977831,2.0369627638327783,0.4321635665017505,1.5954459069744835,-0.18413611944525404,1.4094082061485536,1.414008604077658
Finland,2014,-0.6054670950044263,0.7469614581326869,1.632690982578126,1.0159995726343964,-2.2709442242501328,1.6316309562497415,1.4492592989022821,0.7129490291562567,1.052822495573219,0.5461076383182809,1.905795755913633,0.4543561643005458,1.5547076046181691,-0.20030577056705487,1.2622569793903653,1.6014494935487393
Finland,2015,-0.3449237551037662,0.739863896005579,1.5306203394790323,1.046854575208785,-2.2944070298154724,1.4025306707925802,1.3779334495282667,0.7129490291562567,1.0550541663021036,0.5021961631942645,1.6141370740595202,0.44646971223534654,1.6107850232651246,-0.22374421550127932,0.8990934663619048,1.5218619366946669
Finland,2016,0.2357960710944652,0.8321322036579871,1.5306203394790323,0.9725085012880533,-2.317869835380825,1.400514386652143,1.3517349163928103,0.7129490291562567,1.041429229220492,0.4917975181633716,1.4578800089355022,0.4550881746721888,1.581600860452411,-0.19019704247579122,0.8342326343733444,1.471648617398156
Finland,2017,0.4375613189637567,0.8179370794037703,1.581655661028579,0.9508071863279951,-2.2416157172934588,1.5715204853129616,1.3595533268049622,0.693435319836239,1.0736122702580915,0.5366708749456258,1.4615852916450824,0.4393378171099683,1.5576957441553072,-0.21870423086971755,0.9502392325555276,1.4898273908300053
Finland,2018,-0.14453762717889915,0.9173029491832873,1.581655661028579,0.9708944452594395,-2.3354669395548293,1.6176429850254594,1.3140145152815519,0.693435319836239,1.1087317201494862,0.5356834516223485,1.4929213968461048,0.44783246261407633,1.567158186022911,-0.22973324146146612,0.7046538356649203,1.501244547314643
Finland,2019,-0.10131600812063812,0.9669858840730449,2.0920088765240474,1.0081282857003364,-1.9717934532920292,1.5658496861679825,1.3982338835808708,0.693435319836239,1.0777232426534051,0.5134026385271031,1.5374906545813432,0.4607316141008517,1.5094870929561481,-0.2020600590836042,0.6237920935822655,1.4770800801918185
Finland,2020,-1.1606732022308062,1.151522499377862,1.9899382334249538,0.9456554732503654,-2.188824404771432,1.4753689353658692,1.4124990534556743,0.7129490291562567,1.1323404473340026,0.5975347704085758,1.656906623050105,0.4559121046513632,1.5657637209055795,-0.18888132608837924,0.833089712223766,1.4837308509595684
France,2012,-0.42289919676152254,0.3849857896501622,0.03662254350190786,0.3798735593298884,0.8848031242883716,0.8104992400567477,0.4157203084538003,0.4592708079960414,0.6961075480141342,1.610027948664259,0.9314122685142671,1.4775243337729518,0.870124836659863,0.4278733124983001,0.22319788015512013,0.8389386250262274
France,2013,-0.2579564514083628,0.4204736002857039,0.03662254350190786,0.4081195398306271,0.7264291867223044,0.9474805438476906,0.450971737855958,0.4592708079960414,0.6739082970794399,1.614721559149732,0.9418929253213658,1.4852569022954505,0.7030878365338512,0.5214114010241466,0.07147496479861935,0.8006966931116662
France,2014,-0.19837846980922821,0.5553272807007616,-0.034143033358693856,0.46215725125434975,0.6560407700262861,0.8602762547737878,0.34700059588383486,0.4592708079960414,0.6726162771837697,1.6087681409905021,0.9830744960078449,1.4841971411973545,0.6868522783820683,0.061593687598280523,-0.14010849814203763,0.8573390908170018
France,2015,-0.17934661457617135,0.14366867732847846,-0.034143033358693856,0.4877610441466047,0.8613403187230192,0.8658210361599896,0.40419844047799747,0.4592708079960414,0.6592262528104621,1.60260835404131,0.9313064032939931,1.479815691535635,0.6468112085844197,-0.3172104069567755,-0.4298392630601013,0.7612354532230174
France,2016,-0.23638701547756505,0.2359369849808866,-0.034143033358693856,0.5150783896719773,0.9141316312450459,0.8195725186887146,0.32574000616658,0.43975709867602536,0.57724171761249,1.5994005033953511,0.9264366031614019,1.474025994486058,0.7269929528309549,-0.2029443930489139,-0.7214272764712295,0.7443868339447179
France,2017,0.10111121732197717,0.32110773050618685,1.2749129643871826,0.4894193208883312,0.949325839593055,0.7292177856453785,0.4463081246276572,0.43975709867602536,0.595799821568478,1.6060794713327904,0.9015582763970765,1.4642147648898507,0.6236033248459814,0.4256948312666835,-0.18996847691738486,0.7959303073947787
France,2018,-0.01961694261293593,0.42757116241281184,1.3349815378509995,0.5417877003920504,1.0138485548977514,0.8688454623706452,0.4476797755771573,0.43975709867602536,0.6014377265677654,1.6025124451824972,0.8992292415510544,1.4526850912181708,0.6804775807028407,0.6409618496027614,-0.5497032234971109,0.7938242299849915
France,2019,0.08560990914664678,0.51983947006522,1.3456683341834748,0.5898556155455579,0.9845200479410706,0.7661409889671325,0.8372286452352449,0.43975709867602536,0.5515187760532408,1.5960727247107713,0.8940418457576422,1.44516238133268,0.6471100225381334,0.2027276366960798,-0.18196802187033775,0.7664452236577547
France,2020,-2.5258916176154207,0.619205339844737,1.3279794917344012,0.608494646122562,0.884803124288365,0.5974032099643055,0.5052891154561703,0.4592708079960414,0.49373024981054436,1.5507030087833442,0.9816982481442864,1.4392174235110173,0.5221061852345289,0.7320410583226249,-0.1681100908067025,0.6857492050090574
United Kingdom,2012,-0.05737724669127634,0.8179370794037703,-0.4126515991630627,0.24435918399600975,1.0490427632457606,1.0849659186737428,1.1202002361171584,0.5958667732361571,0.8147384657074749,1.6354151393095198,0.24201795409176902,1.6477397962947642,1.0628598368052613,0.9225323462159611,0.0051854801230860476,1.1631636999540291
United Kingdom,2013,0.022859951675336006,0.9811810083272617,-0.4126515991630627,0.3411693801779955,-0.3587255706747612,0.9855379069984402,1.2893247981905465,0.5958667732361571,0.8028753739381408,1.6234172278241286,0.289763168435219,1.6542460812738442,1.116048720566317,1.3911862095878893,0.12504944056009568,1.1188252281690305
United Kingdom,2014,0.40755166897308154,1.1089371266152115,-0.3969429271901122,0.3886403157044821,-0.21208303589137673,1.125669654758816,1.3694292136413642,0.5958667732361571,0.7403885935293714,1.630208500888631,0.971429321777735,1.6539803896180902,1.1433403950055103,1.8859746580321812,0.023757965053731175,1.3242231987130362
United Kingdom,2015,0.13953349897364128,1.1373273751236452,0.29399367007627253,0.41961692523992977,0.09879913784940972,1.2286261636798836,1.3902783080737693,0.5958667732361571,0.7663464477969241,1.6201987670287845,0.9828627655672975,1.6614526896863455,1.2280043485577523,2.1861305473309547,0.15005086258211797,1.2089431720720398
United Kingdom,2016,0.056455313521514665,1.3360591146826784,0.3143465563102319,0.48441132512831786,0.12808752372953094,1.06303882864649,1.273139316986443,0.5958667732361571,0.763762408005584,1.5886520625800482,1.0302903842499262,1.6636070870605157,1.2471284415954353,2.0194012411884197,-0.07253322604822887,1.0640672155145572
United Kingdom,2017,0.25913078055412625,1.0237663810899122,0.5609492300376423,0.5463866545557702,0.15745615176275826,0.8829594513537048,1.2127866752084293,0.5958667732361571,0.8443374669537342,1.5692981095954286,1.0361129713649813,1.6660656914200154,1.2110715578473041,1.6431063543885915,-0.0256734179155243,1.0697203706671445
United Kingdom,2018,-0.08600777673752712,1.0450590674712372,0.5766476949462825,0.565744271720856,0.2982329851548209,0.7957551622798016,1.3007095010713992,0.5958667732361571,0.8647748725761512,1.554056646621252,1.44390579985937,1.6701242819070867,1.203700813655697,1.5527533060792669,-0.4594123736804362,1.0232758214723585
United Kingdom,2019,-0.025519575975072376,1.1728151857591869,0.5609492300376423,0.7220976581090963,0.39208420741617855,0.9067768077626175,1.0860461274746007,0.5958667732361571,0.7265287437394563,1.5245452490641618,1.4011362508687852,1.6762788323241729,1.1457309066352206,1.3585089911136408,0.18290987438248996,0.9863640437113474
United Kingdom,2020,-3.3137276770673108,1.3360591146826784,0.7493920513271893,0.8129380580208654,0.33342719350283,0.7585799234404934,0.8955238105890079,0.5958667732361571,0.6884728849942658,1.5218452670983553,1.6848550412023688,1.680026526139994,1.0575807902896508,0.7221767802705525,0.12062061723048025,0.8689779396605638
Georgia,2012,1.340995212157301,-2.773429356913047,-1.4804636319442315,-0.8404301845499823,0.5856523533302549,-0.12556067214115862,-0.2153762934112915,-1.2189081935253718,-0.7327490002427853,-0.5134470530336102,-1.3446899673708232,-1.3142269603779178,-0.20022674554295353,-0.597213547436337,-1.5417596493309542,-0.7606825907970565
Georgia,2013,0.9421813066286494,-2.3191853807781135,-1.4804636319442315,-0.9600029928067302,0.5856523533302549,-0.15542688097138269,-0.1307454298271225,-1.2774493214854217,-0.5950901531768493,-0.6034108127408832,-1.3446899673708232,-1.2935164769405096,-0.13428846642344255,-0.6031594351543136,-1.2001687918757815,-0.7483786648767193
Georgia,2014,0.6546623806150477,-1.90752677740583,-1.4804636319442315,-0.8467095258119856,0.36862140185083914,-0.38566132625753974,-0.08383496735421198,-1.3555041587654875,-0.4238387888234923,-0.6196015793227238,-1.2464470429568064,-1.30531169537187,0.2289696966412952,-0.43010318682094484,-1.0288733347077545,-0.5047387624181525
Georgia,2015,0.4506905408346772,-2.013990209312455,-1.548514129698397,-0.6605734891423408,0.21611316567611985,-0.5886759356477965,-0.09631699099466477,-1.4140452867255364,-0.43546696788452277,-0.667329733955718,-1.1150683045971135,-1.2703111287814897,0.10187416166169402,-0.41050404544343083,-1.2441712946345407,-0.50684483982794
Georgia,2016,0.47805228053205756,-1.2403559374576467,-1.0721810595478567,-0.8567365725102908,0.456606922720875,-0.3898199122971912,0.05538760402006934,-1.4921001240056024,-0.41080113351264,-0.6812599902929931,-1.1295718397746137,-1.1668765480433305,0.11462355702014934,-0.3908545761166715,-1.026873220945993,-0.3815886570353192
Georgia,2017,0.9496285543285412,-1.1551851919323466,-1.0721810595478567,-0.6780959467132498,0.43900981854687043,-0.3134531504781375,0.17554422719629634,-1.5506412519656514,-0.4467427778830977,-0.7928410628679338,-1.1442871053926615,-1.2143990248862588,0.16044169658959795,-0.37144955682910347,-1.1055919839981887,-0.462617214222404
Georgia,2018,1.1984493747015936,-0.9422583281190965,-1.0721810595478567,-0.4417362351258524,0.32756149211149516,-0.26733065076563967,0.28925409090987186,-1.6286960892457172,-0.4891445217319056,-0.6493924784237015,-1.134441639907205,-1.2093034134832443,0.12587888261003563,-0.3519438816430449,-1.2090264385350122,-0.45397121222432923
Georgia,2019,1.0105304910743231,-0.5093070383654885,-1.1982280967109273,-0.48616699662584034,0.620846561678264,0.04531940876088238,0.2817100106876201,-1.687237217205767,-0.5606754414103654,-0.7363072842280313,-1.1277721310299604,-1.1404687740879713,0.1176116965572873,-0.35364065250331395,-1.281316264495831,-0.4781356793471534
Georgia,2020,-2.208666447998917,-0.24669723966247992,-0.5958479893973163,-0.4641450814957154,0.6443093672436034,-0.017059381833889234,0.24700724166526244,-1.6677235078857502,-0.6928138398311656,-0.7580895624306955,-1.1111512914469857,-1.1419656716711937,0.003066347633665592,-0.33441537589162185,-1.1833106901695036,-0.5067339936484775
Greece,2012,-2.7715128797174082,-1.48167304977933,-0.5618278440523883,-0.9271470029639916,-0.3939197790227768,-0.5719155737304135,-0.41028789333528526,0.556839354596125,0.06501455715639247,0.17370328117289563,-0.6746689882584169,0.48097405225468315,-0.7857028855195174,-0.7846779686679223,-0.8798648594565021,-0.32350525899697113
Greece,2013,-1.1002953310639054,-1.1409900676781302,-0.5618278440523883,-0.9159591625464787,-0.5229652096321566,-0.47009322463834174,-0.2646185624983526,0.576353063916141,0.049040492991744684,0.2219617095248198,-0.563722237411553,0.47782585773563546,-0.6711575365958957,-0.7412449484692567,-0.8142897011244552,-0.2358259310421366
