Economy,Year,Individuals using the Internet (% of population),Proportion of seats held by women in national parliaments (%),Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Government Effectiveness: Estimate,Economic and Social Rights Performance Score,Voice and Accountability: Estimate,"Patent applications, residents",Research and development expenditure (% of GDP),Net migration,Political Stability and Absence of Violence/Terrorism: Estimate,Rule of Law: Estimate
Greece,2018,-0.46893812831776166,-1.0115958817263786,-0.9264311989351782,-0.7913675654233604,0.6642713561173351,-0.35464436866926197,-0.024168028871692972,-0.16699148058033486,0.10623646804482867,-0.8169801676038562,-0.8965266318838376
Greece,2019,-0.22615024230596464,-0.7920768532395761,-0.8906564666115817,-0.7231595220286396,0.6642713561173351,-0.23622622530829254,-0.11853498205935827,-0.09597204648241475,0.2466748285189809,-0.8045257209642962,-0.844283501636506
Greece,2020,-0.04520423145279741,-0.683228759287365,-0.9299663016507718,-0.6137221401497508,0.6642713561173351,0.03643655650660386,-0.060275202667128866,0.16248871454276662,0.015179755522975283,-0.873496273025398,-0.6917629187812774
Hungary,2012,-0.5815286682577298,-2.1406899653347407,-0.020009722581196893,-0.3546203739532022,0.13487272638334258,-0.3417375224723464,0.21242281106810545,-0.11987070300688608,0.08585050324146702,0.10167518642610297,-0.31145959287826214
Hungary,2013,-0.440943469377009,-2.1406899653347407,-0.1520679558249065,-0.26520502417931313,0.13487272638334258,-0.36243762521835554,0.17524304958028875,0.026183953716521068,0.009297279038874891,0.35551664672925415,-0.34489510608066637
Hungary,2014,-0.22745767660284075,-1.992864095938788,-0.22490415111863282,-0.38735778285226774,0.09542214878584582,-0.6624126300027258,0.09480243152533933,-0.01743819647493204,0.056985161686973915,0.08966771595264718,-0.43248381941183595
Hungary,2015,-0.4277078255414541,-1.9868729461069525,-0.24211937692781257,-0.4800410174910373,0.09542214878584582,-0.6515822915615159,0.11531326935387219,-0.023008071821670983,0.07476804832752629,0.23005752306377497,-0.5826514422533788
Hungary,2016,0.04175523316749586,-1.9868729461069525,-0.24941411291101706,-0.5461146348588383,0.056639468430169385,-0.8907777419498795,0.15473001872052827,-0.20692753581913403,-0.039350420202136666,0.036186154562004094,-0.5454433507822245
Hungary,2017,-0.14709043069811756,-1.992864095938788,-0.34558542463254216,-0.5157714430324677,0.056639468430169385,-0.6870880297704153,0.04701089873275601,-0.04832119435955338,0.12347456214600286,0.35465104383195833,-0.3990538450517191
Hungary,2018,-0.1967684635227446,-1.6995801046917018,-0.31601924445442053,-0.5634997194887214,0.018514517917248247,-0.7632662749817745,-0.05161020732691178,0.15862062912694022,0.22782133465632726,0.22963693284436668,-0.3780464994438859
Hungary,2019,0.12775337708316145,-1.6995801046917018,-0.4338780466827295,-0.5543733980451836,0.018514517917248247,-0.9754364738412873,-0.02766183286063516,0.12187483843875033,0.22891590788277782,0.28104372247158366,-0.44491865403853553
Hungary,2020,0.4816825685162169,-1.7576811623323325,-0.4422181719371147,-0.4436757882356408,0.018514517917248247,-0.9082572600796714,-0.02649447212598085,0.24588210618004228,0.03771298171244128,0.4437969330596367,-0.45237627007061737
Iceland,2012,1.5060851305757805,1.2000221115130691,1.4810659822840004,0.8121859067520613,0.2995622569414954,0.9928552823111652,-1.2640364420675256,0.3454966345897236,-0.04537143956409597,1.4291513427256453,0.986802919967961
Iceland,2013,1.538573179302476,1.2000221115130691,1.4306792141742366,0.8120472793951166,0.2995622569414954,0.9853693794509738,-1.3220467915147442,0.3454966345897236,-0.024364992820988387,1.5404355988798377,0.9569478034517322
Iceland,2014,1.695739803830843,1.2000221115130691,1.3606059814300555,0.8153746306875286,0.2995622569414954,0.8114785626740976,-1.1010312596118694,0.5750238699650131,-0.029094845495516358,1.4343976933739317,1.0196555513946821
Iceland,2015,1.699877522557011,1.3604406071829656,1.4457682194292607,0.7814368988058773,0.25733561152670437,0.8520986404045664,-1.2244680613911532,0.7888356724001236,-0.025852013604084286,1.5708758218014027,0.93181666227004
Iceland,2016,1.7038201351685094,1.9952718813225838,1.2776527202659955,0.6284951258162987,0.25733561152670437,0.8093909520295228,-1.2922219164163287,0.7282704698215627,-0.0032117601435249408,1.700746311620096,0.7461051618548759
Iceland,2017,1.705318821210485,1.0388604560690247,1.3196853850066417,0.7160994537451629,0.25733561152670437,0.8577700895552078,-1.2779355029485027,0.7054345103215652,0.03131994928278702,1.676541574934308,0.8544150291203614
Iceland,2018,1.7801817505568458,1.0388604560690247,1.2833682857971984,0.7329285718618184,0.25733561152670437,0.8794462649230435,-1.0534824888035863,0.6329020946813275,0.017502936408794398,1.8332077631506676,0.9884139643141814
Iceland,2019,1.8294664737458033,1.0388604560690247,1.3316365210489436,0.8106610645789325,0.25733561152670437,0.6979776173871952,-1.1425469013614227,0.9193640809831983,0.004304230318954777,2.482092944281866,1.0467004852730912
Iceland,2020,1.832259102754366,1.0388604560690247,1.2818631915385357,0.8022074692868751,0.25733561152670437,0.8630253790298283,-1.1760618264211027,1.0345872247856698,-0.017079547928319054,1.7785133838321194,1.0763702091530418
Ireland,2012,-0.1345554827961891,-1.4144064573022124,-0.1306657318139576,0.8899839961998636,-1.846714590109223,0.7393951759402423,-0.8785571940592433,0.2130214000199316,-0.5973405507830827,0.679040519073171,1.0478173857565278
Ireland,2013,-0.035249868480503994,-1.3464243707343753,-0.048129173357167127,0.8411824111235092,-1.846714590109223,0.717110191586575,-0.8785571940592433,0.22203951873189168,-0.33491856314831336,0.5873283340819926,1.025484895110191
Ireland,2014,0.3764743709462595,-1.3464243707343753,-0.1111470350886119,0.9732844884333356,-1.859329830887164,0.7290691742879393,-0.8785571940592433,0.1692713343126795,-0.03553314792107456,0.9443162975401319,1.089287226941526
Ireland,2015,0.37672701105389694,-1.2787440534252517,-0.16290701807796829,0.8645242172532215,-1.8814274804303273,0.7648622249338648,-0.8785571940592433,-0.20716553306832092,0.07103234298280792,0.5741667122770379,1.0493066314882935
Ireland,2016,0.3771508190952193,-0.6306218222985475,-0.007172867005533428,0.600672014200301,-1.8863577830672045,0.6750066842383947,-0.8785571940592433,-0.21014219344447813,0.11409409906904049,0.43674279065534966,0.7251684561905517
Ireland,2017,0.4274098712446616,-0.6306218222985475,0.08107341746095044,0.5155746458034357,-1.8933454460984835,0.6821768256061568,-1.0017312494282726,-0.12622393925981,0.18862949297018833,0.8014315433235492,0.6206565867474058
Ireland,2018,0.6694348927491156,-0.6306218222985475,0.1616447088234855,0.6673597424825964,-1.8998697131999371,0.6844318527912163,-0.8982309545811046,-0.29503629511604035,0.22191721965782413,0.8442023622634313,0.6591079695191433
Ireland,2019,0.6694348927491156,-0.6306218222985475,0.1827270841499719,0.5023650316583327,-1.9059583585000588,0.6996213449582342,-1.0356404870002955,-0.22986731060011437,0.19441619775433241,0.7215468076231959,0.5802824719291757
Ireland,2020,1.1114182396557064,-0.5929602275824395,0.16320889918655215,0.7459063229294448,-1.9116376711163772,0.8790247554588176,-0.9049625100590966,-0.24816122853659878,0.08940141710574749,0.7357918989720053,0.712981127139147
Italy,2012,-1.4504898362032819,-0.7090929690797348,-1.7945154194515602,-0.5581250072416496,1.3110689168203915,-0.04774485735664902,1.4269483140280579,-0.11065501947461791,1.7062900264928866,-0.2251503245263152,-0.5309426787307032
Italy,2013,-1.3128046728104026,0.3530501685082591,-1.7191984379218772,-0.4513891038295695,1.3110689168203915,0.020444592607209544,1.4194486422423864,-0.06626633789666539,1.0857004168608093,-0.24870406963874547,-0.5186742673935006
Italy,2014,-1.460230444658303,0.3530501685082591,-1.6356514794640913,-0.526314618338,1.3110689168203915,0.10387407061140112,1.435991105524919,-0.02434646981417314,0.3617120350833722,-0.31688824248732106,-0.535423615202414
Italy,2015,-1.3298277120830753,0.30345751825440076,-1.7272862354891927,-0.5045882121568289,1.3110689168203915,0.17065131116253154,1.4427692621913248,-0.024234912539430255,0.2658464664893675,-0.48365175572666397,-0.6924649021418562
Italy,2016,-1.1543514875433616,0.30345751825440076,-1.6395448204279857,-0.43646297337279866,1.3110689168203915,0.1712174811047275,1.4494505578898362,0.006719595845319821,0.5861493340066752,-0.4962485251140473,-0.6009954350102299
Italy,2017,-1.0530343511852382,0.30345751825440076,-1.5510372292119368,-0.5024506331777552,1.3110689168203915,0.0880500843128178,1.4383072695831896,0.01079945311522506,0.6593183236129059,-0.601093906707809,-0.6565140034135823
Italy,2018,-0.3185034076454897,0.7956548157628104,-1.5200148807784353,-0.6062621438798876,1.3110689168203915,0.03735711890186917,1.4533553819851912,0.07001026877490109,0.5800240706688977,-0.5460442921231428,-0.7483060270337717
Italy,2019,-0.760199555119535,0.7956548157628104,-1.4588817125380258,-0.5538730712476927,1.3110689168203915,-0.06889047985402202,1.469480453368249,0.10987501230155135,0.3183217006251501,-0.4531096874341699,-0.7111749402750448
Italy,2020,-0.5879929554982795,0.7956548157628104,-1.5590601466094633,-0.6658936324870146,1.3110689168203915,0.2079515425832835,1.5104450907767866,0.1573649884040178,0.591098013547486,-0.4215287043859576,-0.7878067742816606
Latvia,2012,-0.4078481308941287,-0.5389795167026572,0.09536826231752242,-0.07079497955484687,-1.6149737542823048,-0.29711899507777423,-0.4261230376742653,-0.9012128697204028,-0.3248775610008585,-0.32519417947498314,-0.10966733698656853
Latvia,2013,-0.2577747832215285,-0.5389795167026572,0.10440147660023254,-0.0038084688201881303,-1.5983887171454332,-0.30587325955091316,-0.3488244036867586,-0.9784279952640392,-0.3880353355812464,-0.06232141938380848,-0.13090012691020575
Latvia,2014,-0.21488402558902428,-1.085349474133647,-0.06240884126258029,0.09037262207806872,-1.58984425144677,-0.16833316634293452,-0.74385099332249,-0.8618205716451007,-0.24648227177114607,-0.26382079924888835,-0.00024540733062436
Latvia,2015,0.03724804213132632,-1.085349474133647,-0.058376065056737154,0.22686259771317288,-1.5631662765094658,-0.17327842674279947,-0.6029944121186979,-0.9687156419740369,-0.2973299459793287,-0.3562292032619532,-0.1255035431434655
Latvia,2016,0.08663232237126726,-1.085349474133647,0.1697494473784072,0.10984565756613507,-1.534854716172337,-0.18051040182499212,-0.7848843390713834,-1.2731857928807984,-0.3353766131287323,-0.30057213248115855,0.06838769096066785
Latvia,2017,0.1077122032750477,-1.3084932949604067,0.08796667685894588,-0.021933519226544948,-1.5048203381061702,-0.2591573192609442,-0.8123358264688609,-1.143675584396961,-0.2233389504314852,-0.3262758956767183,0.035799985443706425
Latvia,2018,0.3834463696084843,0.30841861739059473,0.12217700850610229,0.15605592406582616,-1.515028904497839,-0.26833201614153074,-0.835424948633313,-0.9386993101800379,-0.15264766713386718,-0.428326036729089,0.0628331607002309
Latvia,2019,0.595928096826949,0.20400790055775314,0.15329132085535388,0.2433145107797017,-1.5250392094815084,-0.1575417309760789,-0.8596197691000884,-0.9390086904213142,-0.11564478417826439,-0.37295787049168516,0.13040289203005667
Latvia,2020,0.833808205665783,0.20400790055775314,0.1301456908613581,-0.05797569271142666,-1.5250392094815084,-0.1341061965034532,-0.7956864253792116,-0.7944997198928478,-0.10934313004491696,-0.3096473154832827,0.061505058151777155
Lithuania,2012,-0.799687855021243,-0.3820633677367255,0.4969742572074236,-0.07288667812457031,-1.6609081958230316,-0.02469125035340296,-0.7151300889549533,-0.5708938487120511,-0.5703277848808789,0.33306494911080836,-0.03167279447337925
Lithuania,2013,-0.7214833750593304,-0.419238039687254,0.27228319653240063,-0.07393239599236198,-1.6309067311170664,-0.005552196078505698,-0.6792198791620855,-0.49643682812460127,-0.44956963221739304,0.7334540241438189,-0.04947819083749206
Lithuania,2014,-0.47615037363411944,-0.419238039687254,0.3096223357458788,0.12509911284056136,-1.58984425144677,0.03404384889182682,-0.653876133208639,-0.3910699002515445,-0.3369037482518944,0.23911029824830973,0.08010391851435422
Lithuania,2015,-0.5277257548379687,-0.4954281312266325,0.46804873602139735,0.3572446530357461,-1.5444788339866218,0.056910960254906516,-0.753800455714803,-0.3742241650632908,-0.6012776436139804,0.2553692262062143,0.12931380656699
Lithuania,2016,-0.31925814639885897,-0.7256213422154861,0.5179623967498332,0.19948466195960887,-1.4944099927571042,0.10555226507702854,-0.7848843390713834,-0.6403000721499453,-0.8162319161573502,0.39485884336972016,0.15170837110176172
Lithuania,2017,-0.08279803031675333,-0.7256213422154861,0.49108635157281944,0.06207431469839277,-1.4392045625580292,0.0802482945096367,-0.8658538036391851,-0.5664268093638418,-0.746785250354143,0.28892502353688027,0.1091123074775536
Lithuania,2018,0.07739761562142379,-0.7256213422154861,0.4187831075022367,0.19748346499876293,-1.3910285184880549,-0.07519878483258445,-0.8658538036391851,-0.5124436627094963,-0.11665505805257836,0.2120098089574298,0.06271242163595654
Lithuania,2019,0.2229140699156653,-0.7256213422154861,0.5374034348418859,0.16590218281897595,-1.3910285184880549,0.09549089093504826,-0.8123358264688609,-0.4389901443943741,0.04976532612102585,0.2995980550418253,0.13875383997121568
Lithuania,2020,0.34103480247663037,-0.11693540850526342,0.382969912164599,0.17548899327962758,-1.3910285184880549,0.11301718950202218,-0.7848843390713834,-0.263780679175887,0.12107398813116754,0.6338960009639798,0.09339594351680854
Luxembourg,2012,1.1068549410832398,-0.683228759287365,-0.31061135982784716,1.0641161843478089,-0.950577145256823,1.4483788749074409,-0.7151300889549533,-0.1753336909578222,0.046663927628149644,1.6608103536788128,1.1279368611623357
Luxembourg,2013,1.2754486541104086,0.029090944917917385,-0.3063703837558062,1.0063155719132004,-0.950577145256823,1.4057147026573107,-0.6968546066525915,-0.14350746484658972,0.04873760440439781,1.669756748050423,1.147709750120838
Luxembourg,2014,1.3593527882056453,0.029090944917917385,-0.16884537611039563,1.04206990433582,-0.950577145256823,1.2353996400133356,-0.6336912766529621,-0.16312248347923436,0.05412058513134096,1.7876019447951075,1.265283353690618
Luxembourg,2015,1.5221582771262696,0.029090944917917385,0.3121721732007887,1.1050447284038167,-0.950577145256823,1.2186463796469038,-0.6336912766529621,-0.12206384496172798,0.05538044494984203,1.921307478353974,1.18566349008115
Luxembourg,2016,1.693642181860318,0.029090944917917385,0.387824733210451,1.0533005619349023,-0.971119878027148,1.117544252989888,-0.5775944209510349,-0.10525476446259287,0.06622583987806606,1.857641895562989,1.0386348432088093
Luxembourg,2017,1.617809644024731,0.029090944917917385,0.6901913492936841,1.0385616539871605,-0.971119878027148,1.1642168786575071,-0.5335895964455393,-0.13746362551067376,0.04166387463546182,1.609512922092498,1.012958991022547
Luxembourg,2018,1.5884296516226906,-0.8649755271688395,0.8021046976312481,1.1666667635564276,-0.971119878027148,1.2102826253047758,-0.5467222843175518,-0.21658251628132016,0.04564963525713992,1.7031983925496708,1.0984805131831168
Luxembourg,2019,1.5941959395622942,-0.3243572782949636,0.561944704203343,1.1089873494854408,-0.971119878027148,1.0982142583207046,-0.6792198791620855,-0.20466756239258638,0.048484505436927866,1.6646044626105843,1.0756251136395596
Luxembourg,2020,1.725498596228562,0.20400790055775314,0.9296430885765452,1.2459085393110123,-0.950577145256823,1.110371423692699,-0.6297498900061167,-0.30882052006067867,0.020177051581093616,1.3444626028281397,1.0586155834876794
Moldova,2012,-2.29779573537749,-0.886677804116951,3.2571870928824516,-1.720612575790103,-1.9134441511455356,-1.4581013397968898,-0.7956864253792116,-1.427768093143704,-2.2287278440216602,-0.9694658274516028,-1.3928828621479592
Moldova,2013,-2.212101124627547,-0.886677804116951,3.1675000642161493,-1.5583336542794302,-1.9218664448664053,-1.5008850795223556,-0.9622989409937632,-1.5243490673889566,-2.124534866466936,-1.030385085574038,-1.4456513022586512
Moldova,2014,-0.8142128003102715,-1.1051143501984333,2.945912405115591,-1.571634192541571,-1.926461672189493,-1.4077004652763376,-0.9622989409937632,-1.4923396406131533,-1.82901169079862,-1.2261930438732367,-1.306520064941564
Moldova,2015,-0.6859634453753105,-0.6706938880369518,2.568020713612081,-1.893579829070143,-1.9234347573183168,-1.3956553356374044,-0.9855890395818491,-1.5060116581009293,-1.6098105719533848,-1.4073710219397584,-1.4608613057086983
Moldova,2016,-0.5533029081917632,-0.6706938880369518,2.4778839489547178,-1.8648725297432494,-1.9234347573183168,-1.441162645220173,-0.806724791526763,-1.55868205675233,-1.3929310267243047,-1.3862266983769467,-1.6228744792712626
Moldova,2017,-1.7341800798300644,-0.5635456485329264,2.503676856187056,-1.741348879278002,-1.9234347573183168,-1.4481177253706667,-0.9187001026068511,-1.6019249099671247,-1.1777015033514808,-1.396060585545966,-1.5368488504472735
Moldova,2018,-1.7162031189397184,-0.5635456485329264,2.6336206655545267,-1.6648924014494355,-1.9234347573183168,-1.5494024736701064,-0.8011754346151808,-1.6050826588698583,-0.96444753822501,-1.4835748396003345,-1.522365203009671
Moldova,2019,-1.3501172467349962,-0.24517286770767427,2.4603124436807517,-1.595020629378671,-1.9218664448664053,-1.5369136521994136,-0.8413659535450146,-1.6346680062773182,-1.1051595951666902,-1.4689595505200606,-1.5438641751198066
Moldova,2020,-1.3258924309643625,-0.3508077215444295,2.166352835721733,-1.6945688839866666,-1.9116376711163772,-1.4826959002214928,-0.8413659535450146,-1.647275530474708,-0.8916795896066122,-1.4217513258383903,-1.6071181611961436
Montenegro,2012,-1.398534251427793,-1.1648993175887095,-0.7035555917226104,-0.957533118034755,-0.9912909891921339,-1.1479518658044394,-1.2640364420675256,-1.3815550599703208,-0.0734862899719909,-0.0564611856154556,-1.0936201314123366
Montenegro,2013,-1.21145823910435,-1.3029455388597004,-0.6692836352736082,-0.9177771968615795,-0.8866574284418536,-1.1999971563532168,-1.504413342721787,-1.3815550599703208,-0.09382331294828314,-0.23184440071233814,-1.0660790755845484
Montenegro,2014,-1.0051178111277352,-1.1648993175887095,-0.5796900397657505,-0.7488955524163284,-0.7479273907828092,-1.2230742143290592,-1.7887404993535123,-1.4018140012830917,-0.13792053705582485,-0.717807808982062,-1.0106145867001268
Montenegro,2015,-0.7429480989104772,-1.1648993175887095,-0.38319142796512556,-0.9025567588337321,-0.6203555635455791,-1.2438767015390715,-1.504413342721787,-1.3821006183105389,-0.15002874756627566,-0.842530911742566,-1.0789987291354737
Montenegro,2016,-0.6280317143287241,-0.4897791025989817,-0.6932621210489673,-0.9401300278074624,-0.48093924016086903,-1.3282179567561987,-1.9167953745623838,-1.4736525676689467,-0.15992230672705277,-0.640223404705126,-1.1808357073261702
Montenegro,2017,-0.5348987345380118,-0.4897791025989817,-0.8166556511471889,-0.8967958730074945,-0.3287005163466228,-1.2687475681511895,-2.121575737629372,-1.4279530534787515,-0.15207071318732823,-1.1110920193302454,-1.1541296697247976
Montenegro,2018,-0.5182830181798354,-0.4897791025989817,-1.0339165933440893,-0.9932748240715131,-0.16259062085557108,-1.3454316313233075,-2.459654721211177,-1.1558686484842726,-0.1547165105085986,-0.9813784793195486,-1.0234679537094393
Montenegro,2019,-0.3828749745416057,0.03559736813208586,-0.8409166658554219,-0.9742990869843283,-0.05580217798457383,-1.390601931988718,-1.686023031078499,-1.401630812496186,-0.13139993945126524,-0.953630471210365,-1.0351638958618816
Montenegro,2020,-0.08328440448282261,-0.6230105601572509,-0.8222699350646215,-1.222544075962738,0.09542214878584582,-1.3700042783825077,-2.2409560889255986,-1.401630812496186,-0.11315775697212357,-1.1093551976013356,-1.0731691015445834
Netherlands,2012,1.1903710723177743,1.0969736492550748,0.4888213084339101,1.3126503633275182,-0.36022333860760203,1.348708876828302,0.8174775204133082,0.5569586067962545,0.08256382526353889,1.2800419776489607,1.2038428861222465
Netherlands,2013,1.2922634779570417,1.0969736492550748,0.49485260002136583,1.2690310151013557,-0.36022333860760203,1.2625861510817262,0.8050451051155024,0.7674889168122799,0.12175033897428926,1.1689511747019705,1.169731437212249
Netherlands,2014,1.0810632208035136,1.0969736492550748,0.4074328962342415,1.307104118357842,-0.36022333860760203,1.2190868150967584,0.8006162371434513,0.7820183684803551,0.24542397468393043,0.9251685143773203,1.3544113870294718
Netherlands,2015,1.0862832539719565,0.9612294726041032,0.4863258486770585,1.2972951068845675,-0.3912001772922638,1.250197417875176,0.7818182333321867,0.759008069085615,0.3824579913207694,0.613298661720529,1.2713945214948894
Netherlands,2016,0.9678246357142549,0.9612294726041032,0.5725912582040418,1.2855019259038647,-0.3912001772922638,1.2050046793639406,0.7997679725507817,0.7629971487562808,0.6150901518235783,0.5777940440384507,1.195001304702482
Netherlands,2017,1.2215684465797514,0.8249350744014516,0.6544411934798283,1.2765549059810615,-0.4216395358561494,1.1075475521368845,0.7892527589550272,0.786480879587189,0.5983879192572523,0.600980254303618,1.0864302486933948
Netherlands,2018,1.1015651532271908,0.8249350744014516,0.6613302386782599,1.270450409416478,-0.4216395358561494,1.1153699805843462,0.7601809082532917,0.7528013906553339,0.6043835323913935,0.446665704621975,1.0692923182597431
Netherlands,2019,1.230035699952374,0.34313233242092245,0.7464977282728281,1.2102117448346097,-0.4515498002146133,1.080230137803612,0.7864237706069817,0.791272557653483,0.7543924582153224,0.40928911069979806,1.0571260161661284
Netherlands,2020,1.0508190022479782,0.550562429300626,0.8519142526530928,1.2640638965407038,-0.4216395358561494,1.1594061507385796,0.7798307803693978,0.9045356494578234,0.4675373956715983,0.4303591268596105,1.0218879719584637
North Macedonia,2012,-1.366534321230226,0.4664195515348817,-2.1713191370822953,-1.339772638703405,-0.950577145256823,-1.4514142652489976,-1.111097665573683,-1.4693295085280174,-0.5098503726375219,-1.569483414744444,-1.3126058462099233
North Macedonia,2013,-0.923441878175787,0.6344696491373667,-1.927754452222733,-1.2927817076796246,-0.8420713095063289,-1.4841447833705417,-1.199692387042107,-1.2665536816214817,-0.5416628443697865,-1.497089108299502,-1.289265721998881
North Macedonia,2014,-0.7468849233185594,0.550562429300626,-2.078580672485904,-1.081386952602733,-0.7233159181586014,-1.5752782126303477,-1.1911302806117807,-1.1345247413037742,-0.589972821212778,-0.6598671936716922,-1.0905370920706297
North Macedonia,2015,-0.5948874887530791,0.550562429300626,-2.1397071034825115,-1.1346640050219545,-0.5934501656024836,-1.617265709196064,-1.182709216593713,-1.2575042006205501,-0.6131780282978323,-1.3727741522140509,-1.2970491678605784
North Macedonia,2016,-0.47454947332617886,0.550562429300626,-2.354601924941274,-1.1387165507786896,-0.4216395358561494,-1.67114716351323,-1.174424660129275,-1.2719628763182274,-0.6432310244801135,-1.4371082328925293,-1.4168763352456653
North Macedonia,2017,-0.3092655011588851,0.97823024788985,-2.259877412825175,-1.1200529479786718,-0.2307693202547985,-1.5724219475792274,-1.1662501335383073,-1.4179831827763658,-0.645434191983972,-1.337077006314723,-1.3789661611085864
North Macedonia,2018,0.034735525320281624,1.0630838873417703,-2.1711372695961875,-1.0342448027649362,-0.018962732789645307,-1.4485728012954064,-1.1582261784043315,-1.4008981808322654,-0.6627307157134741,-1.285891426918129,-1.376608277681672
North Macedonia,2019,0.20952531493322452,1.1477350258043912,-1.74638521809871,-1.2422800021114406,0.1750015076201515,-1.4408198546455266,-1.1503263515515547,-1.3934000731199125,-0.6448236283269954,-1.020811350106068,-1.3744746981603457
North Macedonia,2020,0.2089398035169144,1.1477350258043912,-1.8338078248622391,-1.0664145821448603,0.342509754875208,-1.353378761308813,-1.1425469013614227,-1.384648005750676,-0.6250399940309102,-0.8779398416873204,-1.147872940619679
Norway,2012,1.3574460338586907,1.196223362493759,1.5155297758115462,1.3988739673858328,-0.3287005163466228,1.6273599372258858,0.398728165890585,0.2640883361899582,0.32731433292103745,1.6488987838672873,1.3264313377790664
Norway,2013,1.3956147731122661,1.196223362493759,1.597005687101281,1.3659112103232944,-0.3287005163466228,1.6497815784724768,0.4416776495735193,0.29587280938798804,0.27531113884769576,1.7157438997093006,1.3514127294781033
Norway,2014,1.5148158599104231,1.196223362493759,1.5836205574645306,1.2874906721711854,-0.3287005163466228,1.5258853144786098,0.4439062304742341,0.35654959615341175,0.25952828111243464,1.1092617005510144,1.4180525189699456
Norway,2015,1.5640682797782588,1.196223362493759,1.5332595907440825,1.3036917697405292,-0.3287005163466228,1.535250127184437,0.4643680598247356,0.5635078268726152,0.1987055476095651,1.1734888473027487,1.3567854592556001
Norway,2016,1.6114903162317638,1.196223362493759,1.5650015242392088,1.3026966055441929,-0.3287005163466228,1.4837517929582362,0.49492674092225447,0.6612373396310957,0.17026883964380152,1.264930723854155,1.3807827617109525
Norway,2017,1.520317216077182,1.3755931210693482,1.6071911555844574,1.462515079693716,-0.3287005163466228,1.5505747508812011,0.4639415903220513,0.7037902930362376,0.13451324539211007,1.1863634006371884,1.3635334731337767
Norway,2018,1.5332522347681055,1.3755931210693482,1.5610575231632882,1.3207590352487522,-0.3287005163466228,1.5838297398975612,0.4331142399256305,0.6629058499628504,0.11032524517006205,1.1112587435844856,1.2903567622066776
Norway,2019,1.680192672998559,1.3159038207090197,1.5074504309576096,1.296016007829567,-0.3287005163466228,1.4565291812650125,0.37265576276349366,0.7504172258724752,0.16496303084601266,1.1646686076605213,1.3136959480684838
Norway,2020,1.3534452874494203,1.3755931210693482,1.5641507781382977,1.3816014707442625,-0.3287005163466228,1.608909059126516,0.33127819614397785,0.841321115280071,0.054593163443664036,1.3680681956824592,1.3000904001790232
Poland,2012,-1.0977908855586165,-0.46409141497072076,-0.7278186253441727,-0.29154116240015865,-0.4216395358561494,0.22640835250117236,1.1165801995126994,-0.5749610089757782,0.0010242259642262055,0.935825256136546,-0.06402689821874441
Poland,2013,-1.0664060648891531,-0.46409141497072076,-0.7407050716102086,-0.2898729073040723,-0.16259062085557108,0.10163728597845861,1.0973315652249203,-0.5820248305723221,0.0634258170218226,0.7542971349160273,-0.03805034708859484
Poland,2014,-0.8394167419940534,-0.3941232509653545,-0.7091460761308382,-0.14808236605791594,0.13487272638334258,0.30469414843203924,1.062465624364416,-0.49366808963677333,0.008392055722252214,0.45683077879660133,0.0005979497808279617
Poland,2015,-0.7508304382067039,-0.07028790813089335,-0.709751003636012,-0.1842751139159828,0.5217310501958649,0.17990593880096398,1.1447276043355137,-0.4241679128719504,-0.0052365283278506085,0.49994152209780224,-0.08121100612864053
Poland,2016,-0.39521131093431455,-0.07028790813089335,-0.7582664074717724,-0.2997504589433795,0.9182727627282664,-0.17751311952173326,1.1000491371083811,-0.47083192214791464,-0.16962180937741164,-0.24741030057328414,-0.3320499231248213
Poland,2017,-0.20326971288355747,-0.0014414793007681997,-0.79178170532363,-0.42810492815989526,1.2521513497813548,-0.296259801939987,1.0603830783498014,-0.3813047869267639,-0.5742270629994364,-0.22217075634656458,-0.5604051805864966
Poland,2018,-0.08830250081472985,-0.0014414793007681997,-0.7450716758036596,-0.4330445974441615,1.3709582968564769,-0.40772698115367234,1.0939125089215247,-0.17592210004661735,-0.044294461208227894,-0.27630229771885834,-0.5886503174437631
Poland,2019,0.13275981977757237,0.06722208473927335,-0.8150268637917876,-0.4761330313197595,1.4318338539815496,-0.4716980633642824,1.0558185931940238,-0.041129924064790095,0.02607480331966635,-0.14508272355848317,-0.5718255425304506
Poland,2020,0.35152540602941434,0.06722208473927335,-0.8830163805519184,-0.7109994306854741,1.4318338539815496,-0.5635947454567612,1.0708255771101622,0.028374957540562257,-0.004958824335963435,-0.25590266249421467,-0.41411520992272516
Portugal,2012,-1.2097850975243283,0.06722208473927335,0.281462847733463,0.15818425530239164,0.6642713561173351,0.1585866961564052,0.15874226864936455,0.02014997079123756,-0.9916333668089228,0.3096544080449482,0.19945696832772503
Portugal,2013,-1.1101828185932536,0.34011362643056536,0.3767141054343597,0.41629495755738816,0.7633450193176118,0.2313656939423618,0.1790910211008299,-0.03967142235774957,-0.9714438532257074,0.25325418714061987,0.20248916878244064
Portugal,2014,-0.9627812856604007,0.34011362643056536,0.40761936200721316,0.13332976681205108,0.8657710264632711,0.30913865399332724,0.23344286708100997,-0.07897548538793123,-0.7045328841944579,0.3765583387649266,0.30076718992058676
